cLogP,cLogS,Smiles
3.2062,-5.702,[O-][N+](c1cccc(NC(CSc2nc(cc(cc3)Cl)c3s2)=O)c1)=O
3.2062,-5.702,[O-][N+](c(cccc1)c1NC(CSc1nc(cc(cc2)Cl)c2s1)=O)=O
2.6658,-3.593,CCc(cc1)ccc1NC(CSc1nnc(C)s1)=O
3.6937,-5.597,CCOc(cc1)cc2c1nc(SCC(Nc(cc1)ccc1C#N)=O)s2
2.5266,-4,Cn1c(SCC(c2cc3ccccc3cc2)=O)nnc1
3.9556,-5.184,CCOc(cc1)cc2c1nc(SCC(c(cc1)ccc1OC)=O)s2
2.3666,-3.447,O=C(CSc1nc(cccc2)c2[nH]1)NC1CCCC1
2.3134,-4.257,CCCC(N=C(N1)SCC(Nc(cccc2)c2OCC)=O)=CC1=O
3.3769,-5.081,Nc1nnc(SCC(Nc2cc(C(F)(F)F)cc(C(F)(F)F)c2)=O)s1
3.9145,-4.63,CCN(CC)c(cc1)c(C)cc1NC(CSc1nc(cccc2)c2[nH]1)=O
3.2682,-5.038,Cc1nnc(SCC(c2cc3ccccc3cc2)=O)s1
1.2037,-2.727,NC(c(cc1)ccc1NC(CSc1ncccc1)=O)=O
3.3693,-4.08,Cc(cc1)cc([nH]2)c1nc2SCCC(NCc1ccccc1)=O
2.6378,-4.586,CSc1cccc(NC(CSc2nnnn2-c2ccccc2)=O)c1
3.0691,-4.652,CCOc(cc1)cc([nH]2)c1nc2SCC(Nc(cc1)ccc1C(C)=O)=O
3.0579,-4.004,CCOc(cc1)cc([nH]2)c1nc2SCC(Nc(ccc(OC)c1)c1OC)=O
2.8232,-3.701,CCOc(cc1)cc([nH]2)c1nc2SCC(Nc1nccs1)=O
3.3598,-5.112,Cc(c(C)c1)cc(C)c1C(CSc1nnnn1-c1ccccc1)=O
3.1007,-4.696,Cc1nnc(SCC(Nc2cc3ccccc3cc2)=O)s1
2.0042,-3.235,CCOc(cc1)cc([nH]2)c1nc2SCC(Nc1ncccn1)=O
2.5941,-3.778,Cc1nnc(SCC(Nc2c(C)cccc2C)=O)s1
2.0166,-3.843,CCOc(cccc1)c1NC(CSc1nnc(N)s1)=O
2.8674,-4.788,O=C(CSc1nnnn1-c1ccccc1)Nc(cc1)cc(Cl)c1F
1.8901,-4.08,CCCC(N=C(N1)SCC(Nc(cccc2)c2C(OC)=O)=O)=CC1=O
1.6165,-3.773,CCCC(N=C(N1)SCC(NCc(cc2)ccc2OC)=O)=CC1=O
3.6737,-5.495,CCCC(N=C(N1)SCC(Nc2cc(C(F)(F)F)cc(C(F)(F)F)c2)=O)=CC1=O
2.6649,-4.627,CCCC(N=C(N1)SCC(Nc2c(C)cccc2C)=O)=CC1=O
1.6103,-3.543,COc1cccc(NC(CSc2nnc(N)s2)=O)c1
3.8933,-4.682,Cc(cc1)cc2c1[nH]c(SCC(Nc1c(C)cc(C)cc1)=O)n2
3.1868,-4.425,COC(c(cccc1)c1NC(CSc1nc(cccc2)c2o1)=O)=O
5.3398,-6.714,O=C(CSc1nc(cc(cc2)Cl)c2s1)Nc(ccc(Cl)c1)c1Cl
3.6751,-4.816,CCOc(cc1)cc([nH]2)c1nc2SCC(Nc(cccc1)c1SC)=O
4.4717,-5.586,Cc(cccc1)c1NC(CSc1nc(cc(cc2)Cl)c2s1)=O
3.2551,-3.923,CCOc(cc1)cc2c1nc(NC(CSc1ncccc1)=O)s2
3.1234,-5.25,CCCC(N=C(N1)SCC(Nc2nc(c(C)ccc3)c3s2)=O)=CC1=O
3.4984,-4.718,COc(cc1)cc2c1[nH]c(SCC(Nc(cc1)cc(Cl)c1F)=O)n2
1.9962,-4.511,N#Cc(cccc1)c1NC(CSc1nnnn1-c1ccccc1)=O
3.0853,-4.632,CCOC(NC(CSc1nc(cc(cc2)Cl)c2s1)=O)=O
0.9346,-3.329,CCCC(N=C(N1)SCC(NC(OCC)=O)=O)=CC1=O
2.9592,-4.07,CCN(CC)c(cc1)c(C)cc1NC(CSc1nnc(C)s1)=O
3.1693,-3.618,CCN(CC)c(cc1)c(C)cc1NC(CSc1ncccc1)=O
2.2468,-4.958,CSc(cccc1)c1NC(CSc1nc(cc(cc2)[N+]([O-])=O)c2[nH]1)=O
3.2688,-4.516,COc(cc1)cc2c1[nH]c(SCC(Nc(cccc1)c1SC)=O)n2
3.1158,-5.224,CCCC(N=C(N1)SCC(Nc2nc(ccc(OCC)c3)c3s2)=O)=CC1=O
2.1502,-2.5,C(CSc1nc(cccc2)c2o1)N1CCOCC1
3.9806,-5.334,O=C(CSc1nc(cccc2)c2o1)Nc(cc1)cc(Cl)c1F
3.8857,-4.656,CCOc(cc1)cc([nH]2)c1nc2SCC(Nc1c(C)cc(C)cc1)=O
1.9962,-4.511,N#Cc(cc1)ccc1NC(CSc1nnnn1-c1ccccc1)=O
2.7666,-4.474,O=C(CSc1nnnn1-c1ccccc1)Nc(cc1)ccc1Cl
2.5732,-3.66,O=C(CSc1ncccc1)Nc(cccc1)c1NC(CSc1ncccc1)=O
2.0378,-4.183,NS(c(cc1)ccc1NC(CSc1nc(cccc2)c2o1)=O)(=O)=O
3.3108,-4.244,O=C(CSc1ncccc1)Nc1cccc2ccccc12
3.2627,-3.949,Cc1cccc2c1nc(NC(CSc1ncccc1)=O)s2
2.1135,-4.454,Cc(cc1)cc2c1[nH]c(SCC(Nc1cc([N+]([O-])=O)ccc1)=O)n2
1.5159,-4.298,Nc1nnc(SCC(Nc(cccc2)c2C#N)=O)s1
3.8657,-4.85,Cc1cccc(NC(CSc2nc(cccc3)c3s2)=O)c1
0.9588,-2.169,COc(cc1)cc([nH]2)c1nc2SCC(O)=O
3.8657,-4.85,Cc(cc1)ccc1NC(CSc1nc(cccc2)c2s1)=O
3.3574,-5.279,N#Cc(cc1)ccc1NC(CSc1nc(cccc2)c2s1)=O
3.0526,-4.401,Cc1nnc(SCC(Nc2nc(c(C)ccc3)c3s2)=O)s1
1.6103,-3.543,COc(cccc1)c1NC(CSc1nnc(N)s1)=O
2.0242,-3.869,Cc(cccc1)c1NC(CSc1nnc(N)s1)=O
2.1442,-2.664,CC(C)(C=C(C)c1ccc2)Nc1c2OC
3.3574,-5.279,N#Cc(cccc1)c1NC(CSc1nc(cccc2)c2s1)=O
2.2992,-3.628,CCCCOc(cc1)ccc1NC(CSc1nnnn1C)=O
1.7207,-2.63,Nc1nnc(SCCN2CCCCC2)s1
3.5494,-4.338,Cc(cc1)cc2c1[nH]c(SCC(Nc1cc(C)ccc1)=O)n2
2.107,-3.75,CCN(CC)c(cc1)c(C)cc1NC(CSc1nnnn1C)=O
4.853,-6.076,O=C(CSc1nc(cc(cc2)Cl)c2s1)Nc(cccc1)c1Br
2.6839,-4.989,CCCC(N=C(N1)SCC(Nc(cc2)cc(Cl)c2F)=O)=CC1=O
2.4764,-5.16,[O-][N+](c(cc1)cc2c1[nH]c(SCC(Nc(cc1)cc(Cl)c1F)=O)n2)=O
2.1135,-4.454,Cc(cc1)ccc1NC(CSc1nc(cc(cc2)[N+]([O-])=O)c2[nH]1)=O
2.1166,-3.867,CCCC(N=C(N1)SCC(NCCc2ccccc2)=O)=CC1=O
0.5591,-2.567,Cn1nnnc1SCC(NC1CCCC1)=O
2.1135,-4.454,Cc(cc1)cc2c1[nH]c(SCC(Nc(cc1)ccc1[N+]([O-])=O)=O)n2
4.4717,-5.586,Cc1cccc(NC(CSc2nc(cc(cc3)Cl)c3s2)=O)c1
3.9047,-5.018,CCOc(cc1)cc([nH]2)c1nc2SCC(Nc(cc1)cc(Cl)c1F)=O
3.0335,-4.741,CCOc(cc1)cc([nH]2)c1nc2SCC(Nc(cccc1)c1C#N)=O
3.5168,-4.502,COc(cc1)cc2c1[nH]c(SCC(Nc(cc1)ccc1Br)=O)n2
1.5441,-2.267,Cc1nnc(SCC(N(CC2)CN2S(c2ccccc2)(=O)=O)=O)s1
3.1279,-3.986,CCOc(cc1)cc([nH]2)c1nc2SCC(Nc1cc(OC)ccc1)=O
0.8363,-4.159,O=C(CSC(N1)=NC=CC1=O)Nc(cc1)ccc1I
1.5631,-2.76,C=CCSc1nnc(N)s1
2.7656,-5.652,NC(CSc1nnc(NC(CSc2nc(cc(cc3)Cl)c3s2)=O)s1)=O
1.7006,-2.747,CC(C)Sc1nnc(N)s1
3.4424,-4.718,C=CCSc1nnc(NC(CSc2nc(cccc3)c3[nH]2)=O)s1
1.7979,-4.466,CCCC(N=C(N1)SCC(NCc(cc2)cc3c2OCO3)=O)=CC1=O
3.5494,-4.338,Cc(cc1)ccc1NC(CSc1nc(cc(C)cc2)c2[nH]1)=O
1.5384,-3.834,O=C(C=C(CSc1nc(cccc2)c2o1)N1)NC1=O
2.6972,-3.706,C=CCSc1nnc(NC(CSc2ncccc2)=O)s1
2.4871,-4.158,Cc1nnc(SCC(Nc2nnc(SCC=C)s2)=O)s1
4.1026,-5.574,C=CCSc1nnc(NC(CSc2nc(cccc3)c3s2)=O)s1
3.3724,-4.736,COc(cc1)cc2c1[nH]c(SCC(Nc1nnc(SCC=C)s1)=O)n2
0.22,-3.67,O=C(CSC(N1)=NC=CC1=O)NCc(cc1)cc2c1OCO2
2.2611,-4.593,C=CCSc1nnc(NC(CSc2nnc(N)s2)=O)s1
2.3854,-3.451,CCCCSc1nnc(NC(CSc2nncn2C)=O)s1
2.5653,-3.992,CC(Nc(cc1)ccc1NC(CSc1nc(cccc2)c2[nH]1)=O)=O
2.7823,-4.399,OC(c(cc(cc1)NC(CSc2nc(cccc3)c3[nH]2)=O)c1Cl)=O
1.5592,-5.145,COc(cc1)ccc1C(CSc(c(C#N)c1)nc(N)c1C#N)=O
0.7692,-1.815,CCN(CC)S(c(cc1)ccc1[N+]([O-])=O)(=O)=O
2.6355,-4.58,[O-][N+](c(cc1)ccc1S(N(c1ccccc1)c1ccccc1)(=O)=O)=O
0.6018,-2.749,C[C@@H](C1)O[C@@H](C)CN1C(c1ccc([N+]([O-])=O)o1)=O
1.0096,-2.416,CC(C)(C)NS(c(cc1)ccc1[N+]([O-])=O)(=O)=O
1.4191,-3.203,[O-][N+](c(cc1)ccc1S(NC1CCCCC1)(=O)=O)=O
-0.2026,-1.692,[O-][N+](c(cc1)ccc1S(NCCCO)(=O)=O)=O
0.1567,-2.07,CC[C@@H](CO)NS(c(cc1)ccc1[N+]([O-])=O)(=O)=O
0.0829,-1.909,CC(C)(CO)NS(c(cc1)ccc1[N+]([O-])=O)(=O)=O
-0.2977,-1.8,C[C@@H](CNS(c(cc1)ccc1[N+]([O-])=O)(=O)=O)O
-0.5638,-1.008,CN(CCO)S(c(cc1)ccc1[N+]([O-])=O)(=O)=O
1.0771,-2.933,[O-][N+](c(cc1)ccc1S(NC1CCCC1)(=O)=O)=O
1.6431,-4.145,[O-][N+](c(cc1)ccc1S(Nc(cccc1)c1Cl)(=O)=O)=O
2.7939,-5.584,[O-][N+](c1cc(C(N(c2ccccc2)c2ccccc2)=O)ccc1)=O
1.8155,-3.606,COc(cccc1)c1NC(c1cccc([N+]([O-])=O)c1)=O
1.7567,-4.272,CC(c(cc1)ccc1NC(c1cccc([N+]([O-])=O)c1)=O)=O
1.9087,-3.689,Cc1csc(NC(c2cc([N+]([O-])=O)ccc2)=O)n1
0.1108,-2.144,[O-][N+](c1cc(C(NCCCO)=O)ccc1)=O
1.5799,-3.662,Cc1cc(NC(c2cccc([N+]([O-])=O)c2)=O)ncc1
2.6864,-4.986,[O-][N+](c1cccc(C(Nc(ncc(Br)c2)c2Br)=O)c1)=O
1.5892,-3.93,CC(Nc1cccc(NC(c2cccc([N+]([O-])=O)c2)=O)c1)=O
0.852,-2.59,C=CCNC(c1cccc([N+]([O-])=O)c1)=O
0.5652,-2.414,[O-][N+](c1cc(C(NCCCCO)=O)ccc1)=O
0.4701,-2.522,CC[C@@H](CO)NC(c1cccc([N+]([O-])=O)c1)=O
2.9435,-2.239,CCCN(CCC)S(c1ccc(C)cc1)(=O)=O
2.3426,-2.817,Cc(cc1)ccc1S(NC1CCCC1)(=O)=O
3.3734,-4.272,O=C(c(cc1)ccc1C(NCc1ccccc1)=O)NCc1ccccc1
3.5447,-5.674,[O-][N+](c1cc(C(Nc(cccc2)c2-c2ccccc2)=O)ccc1)=O
1.8038,-2.351,CCCCNS(c(cc1)ccc1NC(C)=O)(=O)=O
0.8771,-1.844,CC(Nc(cc1)ccc1S(NCCCCO)(=O)=O)=O
0.782,-1.952,CC[C@@H](CO)NS(c(cc1)ccc1NC(C)=O)(=O)=O
0.0615,-0.89,CC(Nc(cc1)ccc1S(N(C)CCO)(=O)=O)=O
2.2684,-4.027,CC(Nc(cc1)ccc1NS(c(cc1)ccc1Cl)(=O)=O)=O
2.3876,-4.125,CC(Nc(cc1)ccc1NS(c(cc1)ccc1Br)(=O)=O)=O
3.3216,-5.377,CC(Nc(cc1)ccc1S(Nc(cccc1)c1-c1ccccc1)(=O)=O)=O
1.2108,-2.793,CC(Nc(cc1)ccc1S(/N=C1\NC(C)=CC=C1)(=O)=O)=O
3.2813,-3.348,CC(Nc(cc1)ccc1S(N1CCC(Cc2ccccc2)CC1)(=O)=O)=O
1.3973,-2.116,CCOC(C(CC1)CCN1S(c(cc1)ccc1NC(C)=O)(=O)=O)=O
1.7239,-2.819,CC[C@@H](CCCC1)N1S(c(cc1)ccc1[N+]([O-])=O)(=O)=O
0.2806,-2.157,[O-][N+](c(cc1)ccc1S(NCc1cnccc1)(=O)=O)=O
1.3747,-2.538,CN(Cc1ccccc1)S(c(cc1)ccc1[N+]([O-])=O)(=O)=O
0.9083,-4.093,CC(c1cccc(NS(c(cc2)ccc2[N+]([O-])=O)(=O)=O)c1)=O
0.2874,-2.911,CC(/N1)=CC=C/C1=N/S(c(cc1)ccc1[N+]([O-])=O)(=O)=O
1.8395,-4.376,[O-][N+](c(cc1)ccc1S(Nc1nc(cccc2)c2s1)(=O)=O)=O
1.6966,-4.138,[O-][N+](c(cc1)ccc1S(N(CCC1)c2c1cccc2)(=O)=O)=O
0.1341,-2.816,[O-][N+](c1ccc(C(NCc2cnccc2)=O)o1)=O
1.0509,-3.528,[O-][N+](c1ccc(C(Nc2nccs2)=O)o1)=O
1.3556,-3.813,COc(cc1)ccc1NC(c1ccc([N+]([O-])=O)o1)=O
1.2968,-4.479,CC(c1cccc(NC(c2ccc([N+]([O-])=O)o2)=O)c1)=O
1.174,-3.893,Cc1cccc(NC(c2ccc([N+]([O-])=O)o2)=O)n1
2.1544,-4.39,[O-][N+](c1ccc(C(N(CCC2)c3c2cccc3)=O)o1)=O
1.8124,-4.12,[O-][N+](c1ccc(C(N(CC2)c3c2cccc3)=O)o1)=O
0.5534,-2.818,[O-][N+](c1ccc(C(N2CCN(Cc3ccccc3)CC2)=O)o1)=O
1.8955,-3.53,CC[C@@H](CCCC1)N1C(c1ccc([N+]([O-])=O)o1)=O
1.3535,-2.76,CC(C)(C)NS(c1cc([N+]([O-])=O)c(C)cc1)(=O)=O
1.5224,-2.813,CCCCNS(c1cc([N+]([O-])=O)c(C)cc1)(=O)=O
1.1131,-2.159,CCN(CC)S(c1cc([N+]([O-])=O)c(C)cc1)(=O)=O
2.0219,-2.699,CCCN(CCC)S(c1cc([N+]([O-])=O)c(C)cc1)(=O)=O
1.763,-3.547,Cc(ccc(S(NC1CCCCC1)(=O)=O)c1)c1[N+]([O-])=O
1.6254,-3.296,Cc(ccc(S(NCc1ccccc1)(=O)=O)c1)c1[N+]([O-])=O
1.421,-3.277,Cc(ccc(S(NC1CCCC1)(=O)=O)c1)c1[N+]([O-])=O
0.9729,-2.651,CC(C)NS(c1cc([N+]([O-])=O)c(C)cc1)(=O)=O
2.4585,-3.019,CC(C)CN(CC(C)C)S(c1cc([N+]([O-])=O)c(C)cc1)(=O)=O
1.987,-4.489,Cc(ccc(S(Nc(cc1)ccc1Cl)(=O)=O)c1)c1[N+]([O-])=O
1.311,-3.771,Cc(ccc(S(Nc(cc1)ccc1OC)(=O)=O)c1)c1[N+]([O-])=O
1.2522,-4.437,CC(c(cc1)ccc1NS(c1cc([N+]([O-])=O)c(C)cc1)(=O)=O)=O
1.311,-3.771,Cc(ccc(S(Nc(cccc1)c1OC)(=O)=O)c1)c1[N+]([O-])=O
3.0402,-5.839,Cc(ccc(S(Nc(cccc1)c1-c1ccccc1)(=O)=O)c1)c1[N+]([O-])=O
0.4024,-3.123,CC(C=C/N1)=C/C1=N/S(c1cc([N+]([O-])=O)c(C)cc1)(=O)=O
0.6313,-3.255,Cc(ccc(S(/N=C1\NC(C)=CC=C1)(=O)=O)c1)c1[N+]([O-])=O
2.0405,-4.482,Cc(ccc(S(N(CCC1)c2c1cccc2)(=O)=O)c1)c1[N+]([O-])=O
1.6985,-4.212,Cc(ccc(S(N(CC1)c2c1cccc2)(=O)=O)c1)c1[N+]([O-])=O
0.7257,-2.451,Cc(ccc(S(N1CCN(Cc2ccccc2)CC1)(=O)=O)c1)c1[N+]([O-])=O
2.9999,-3.81,Cc(ccc(S(N1CCC(Cc2ccccc2)CC1)(=O)=O)c1)c1[N+]([O-])=O
2.0678,-3.163,CC[C@@H](CCCC1)N1S(c1cc([N+]([O-])=O)c(C)cc1)(=O)=O
1.6134,-2.893,C[C@@H](CCCC1)N1S(c1cc([N+]([O-])=O)c(C)cc1)(=O)=O
0.6245,-2.501,Cc(ccc(S(NCc1cnccc1)(=O)=O)c1)c1[N+]([O-])=O
1.7186,-2.882,Cc(ccc(S(N(C)Cc1ccccc1)(=O)=O)c1)c1[N+]([O-])=O
-0.2977,-1.8,C[C@@H](CNS(c(cccc1)c1[N+]([O-])=O)(=O)=O)O
-0.5638,-1.008,CN(CCO)S(c(cccc1)c1[N+]([O-])=O)(=O)=O
2.384,-3.823,[O-][N+](c(cccc1)c1S(N(C1CCCC1)C1CCCC1)(=O)=O)=O
0.0585,-2.779,CC(C=C/N1)=C/C1=N/S(c(cccc1)c1[N+]([O-])=O)(=O)=O
1.6966,-4.138,[O-][N+](c(cccc1)c1S(N(CCC1)c2c1cccc2)(=O)=O)=O
2.656,-3.466,[O-][N+](c(cccc1)c1S(N1CCC(Cc2ccccc2)CC1)(=O)=O)=O
1.7239,-2.819,CC[C@@H](CCCC1)N1S(c(cccc1)c1[N+]([O-])=O)(=O)=O
1.2695,-2.549,C[C@@H](CCCC1)N1S(c(cccc1)c1[N+]([O-])=O)(=O)=O
1.3747,-2.538,CN(Cc1ccccc1)S(c(cccc1)c1[N+]([O-])=O)(=O)=O
0.6624,-3.142,[O-][N+](c(cccc1)c1S(Nc1nccs1)(=O)=O)=O
1.2782,-2.319,CC(C=C/N1)=C/C1=N/S(c1ccccc1)(=O)=O
2.6455,-2.359,CC[C@@H](CCCC1)N1S(c1ccccc1)(=O)=O
2.2963,-2.078,CN(Cc1ccccc1)S(c1ccccc1)(=O)=O
2.212,-2.788,OCCCCNC(c(cc1)ccc1Br)=O
3.8762,-4.306,Cc1cccc(NC(c(cc2)ccc2Br)=O)c1
5.1915,-6.048,O=C(c(cc1)ccc1Br)Nc(cccc1)c1-c1ccccc1
4.9343,-4.344,O=C(c(cc1)ccc1Br)N1CCC(Cc2ccccc2)CC1
3.5082,-3.416,CN(Cc1ccccc1)C(c(cc1)ccc1Br)=O
3.4628,-3.404,CCN(C(c1ccccc1)=O)c1ccccc1
3.6458,-3.667,CN(C1CCCCC1)C(c(cc1)ccc1Br)=O
3.8762,-4.306,Cc(cccc1)c1NC(c(cc1)ccc1Br)=O
4.3133,-5.322,Cc(cc(cc1)I)c1NC(c(cc1)ccc1Br)=O
3.5881,-4.488,Cc(cc1)ccc1C(Nc(cccc1)c1I)=O
3.932,-4.832,Cc(cc1)ccc1C(Nc(cc1)c(C)cc1I)=O
3.1665,-2.937,C[C@@H](CCCC1)N1C(c1ccc(C)cc1)=O
1.999,-3.293,CN(C1CCCCC1)C(c(cc1)ccc1[N+]([O-])=O)=O
3.8502,-4.88,O=C(c(cc1)ccc1Cl)Nc(cccc1)c1I
4.1941,-5.224,Cc(cc(cc1)I)c1NC(c(cc1)ccc1Cl)=O
4.0688,-4.14,CCN(C(c(cc1)ccc1Cl)=O)c1ccccc1
1.5289,-1.357,OCCN(CC1)CCN1C(c(cc1)ccc1Cl)=O
0.1768,-2.081,CNC(c1cccc([N+]([O-])=O)c1)=O
2.3226,-4.604,[O-][N+](c1cccc(C(Nc(cccc2)c2I)=O)c1)=O
1.2949,-1.277,CN(C)C(c(cc1)ccc1OC)=O
2.6972,-2.393,CC(CC1)CCN1C(c(cc1)ccc1OC)=O
3.4966,-3.649,CCc(cc1)ccc1NC(c(cc1)ccc1OC)=O
2.6665,-4.948,Cc(cc(cc1)I)c1NC(c(cccc1)c1[N+]([O-])=O)=O
3.2795,-4.365,[O-][N+](c(cccc1)c1C(N(Cc1ccccc1)Cc1ccccc1)=O)=O
3.8502,-4.88,O=C(c(cccc1)c1Cl)Nc(cccc1)c1I
4.1941,-5.224,Cc(cc(cc1)I)c1NC(c(cccc1)c1Cl)=O
3.3732,-3.111,CC(CC1)CCN1C(c(cccc1)c1Cl)=O
3.4286,-3.329,C[C@@H](CCCC1)N1C(c(cccc1)c1Cl)=O
2.7167,-3.393,CCNC(c(ccc(Cl)c1)c1Cl)=O
4.1326,-4.305,CN(C1CCCCC1)C(c(ccc(Cl)c1)c1Cl)=O
4.6748,-4.876,CCN(C(c(ccc(Cl)c1)c1Cl)=O)c1ccccc1
3.9792,-3.847,CC(CC1)CCN1C(c(ccc(Cl)c1)c1Cl)=O
3.6458,-3.667,CN(C1CCCCC1)C(c(cccc1)c1Br)=O
3.8762,-4.306,Cc(cccc1)c1NC(c(cccc1)c1Br)=O
3.9694,-4.978,O=C(c(cccc1)c1Br)Nc(cccc1)c1I
4.3133,-5.322,Cc(cc(cc1)I)c1NC(c(cccc1)c1Br)=O
4.188,-4.238,CCN(C(c(cccc1)c1Br)=O)c1ccccc1
3.4924,-3.209,CC(CC1)CCN1C(c(cccc1)c1Br)=O
4.9263,-4.739,O=C(c(cccc1)c1Br)N(Cc1ccccc1)Cc1ccccc1
1.5782,-2.749,Cc(c(C(N1CCCC1)=O)ccc1)c1[N+]([O-])=O
2.2294,-3.932,Cc(c(C(Nc1ccccc1)=O)ccc1)c1[N+]([O-])=O
2.5733,-4.276,Cc(cccc1)c1NC(c1cccc([N+]([O-])=O)c1C)=O
2.6665,-4.948,Cc(c([N+]([O-])=O)ccc1)c1C(Nc(cccc1)c1I)=O
2.9172,-4.62,Cc(cc1)cc(C)c1NC(c1cccc([N+]([O-])=O)c1C)=O
2.8851,-4.208,CCN(C(c1cccc([N+]([O-])=O)c1C)=O)c1ccccc1
2.1895,-3.179,CC(CC1)CCN1C(c1cccc([N+]([O-])=O)c1C)=O
3.6234,-4.709,Cc(c(C(N(Cc1ccccc1)Cc1ccccc1)=O)ccc1)c1[N+]([O-])=O
-0.0609,-1.632,Cc(c(C(N1CCN(C)CC1)=O)ccc1)c1[N+]([O-])=O
2.3689,-3.86,Cc(c(C(NCCc1ccccc1)=O)ccc1)c1[N+]([O-])=O
2.2449,-3.397,C[C@@H](CCCC1)N1C(c1cccc([N+]([O-])=O)c1C)=O
1.5782,-2.749,Cc(ccc(C(N1CCCC1)=O)c1)c1[N+]([O-])=O
2.6665,-4.948,Cc(ccc(C(Nc(cccc1)c1I)=O)c1)c1[N+]([O-])=O
2.8851,-4.208,CCN(C(c1cc([N+]([O-])=O)c(C)cc1)=O)c1ccccc1
-0.0609,-1.632,Cc(ccc(C(N1CCN(C)CC1)=O)c1)c1[N+]([O-])=O
2.9889,-4.435,CCc(cc1)ccc1NC(c1cc([N+]([O-])=O)c(C)cc1)=O
2.3689,-3.86,Cc(ccc(C(NCCc1ccccc1)=O)c1)c1[N+]([O-])=O
1.1275,-3.43,Cc(ccc(C(NCc1ccco1)=O)c1)c1[N+]([O-])=O
3.2423,-4.109,O=C(Cc1ccccc1)Nc(cccc1)c1I
3.493,-3.781,Cc(cc1)cc(C)c1NC(Cc1ccccc1)=O
3.5862,-4.453,Cc(cc(cc1)I)c1NC(Cc1ccccc1)=O
3.0791,-3.455,Cc(cccc1)c1NC(Cc(cc1)ccc1OC)=O
3.1723,-4.127,COc1ccc(CC(Nc(cccc2)c2I)=O)cc1
3.423,-3.799,Cc(cc1)cc(C)c1NC(Cc(cc1)ccc1OC)=O
2.6953,-2.358,CC(CC1)CCN1C(Cc(cc1)ccc1OC)=O
1.6333,-2.609,COc1ccc(CC(NCc2ccco2)=O)cc1
0.7828,-2.817,CNC(c(ccc([N+]([O-])=O)c1)c1Cl)=O
2.605,-4.029,CN(C1CCCCC1)C(c(ccc([N+]([O-])=O)c1)c1Cl)=O
2.8354,-4.668,Cc(cccc1)c1NC(c(ccc([N+]([O-])=O)c1)c1Cl)=O
2.9286,-5.34,[O-][N+](c(cc1)cc(Cl)c1C(Nc(cccc1)c1I)=O)=O
3.1472,-4.6,CCN(C(c(ccc([N+]([O-])=O)c1)c1Cl)=O)c1ccccc1
3.8855,-5.101,[O-][N+](c(cc1)cc(Cl)c1C(N(Cc1ccccc1)Cc1ccccc1)=O)=O
2.631,-4.252,[O-][N+](c(cc1)cc(Cl)c1C(NCCc1ccccc1)=O)=O
3.932,-4.832,Cc(cccc1)c1C(Nc(cc1)c(C)cc1I)=O
3.1665,-2.937,C[C@@H](CCCC1)N1C(c1c(C)cccc1)=O
3.1042,-4.18,COc1cccc(OC)c1C(Nc(cccc1)c1I)=O
3.5541,-3.627,CC(CC1)CCN1C(COc(ccc(Cl)c1)c1Cl)=O
3.6095,-3.845,C[C@@H](CCCC1)N1C(COc(ccc(Cl)c1)c1Cl)=O
0.7828,-2.817,CNC(c(cc1)cc([N+]([O-])=O)c1Cl)=O
2.605,-4.029,CN(C1CCCCC1)C(c(cc1)cc([N+]([O-])=O)c1Cl)=O
3.251,-4.827,CCc(cccc1)c1NC(c(cc1)cc([N+]([O-])=O)c1Cl)=O
2.8354,-4.668,Cc(cccc1)c1NC(c(cc1)cc([N+]([O-])=O)c1Cl)=O
2.9286,-5.34,[O-][N+](c(cc(cc1)C(Nc(cccc2)c2I)=O)c1Cl)=O
2.4516,-3.571,CC(CC1)CCN1C(c(cc1)cc([N+]([O-])=O)c1Cl)=O
3.8855,-5.101,[O-][N+](c(cc(cc1)C(N(Cc2ccccc2)Cc2ccccc2)=O)c1Cl)=O
3.251,-4.827,CCc(cc1)ccc1NC(c(cc1)cc([N+]([O-])=O)c1Cl)=O
2.507,-3.789,C[C@@H](CCCC1)N1C(c(cc1)cc([N+]([O-])=O)c1Cl)=O
3.8388,-4.16,Cc1cccc(C(Nc2c(C)cc(C)cc2)=O)c1
3.1111,-2.719,CC(CC1)CCN1C(c1cc(C)ccc1)=O
2.2433,-3.349,O=C(c1cnccc1)Nc(cccc1)c1I
2.494,-3.021,Cc(cc1)cc(C)c1NC(c1cnccc1)=O
2.4619,-2.609,CCN(C(c1cnccc1)=O)c1ccccc1
4.1816,-4.05,CN(C1CCCCC1)C(c1cccc(C(N(C)C2CCCCC2)=O)c1)=O
3.8748,-3.134,CC(CC1)CCN1C(c1cccc(C(N2CCC(C)CC2)=O)c1)=O
3.9856,-3.57,C[C@@H](CCCC1)N1C(c1cccc(C(N2[C@@H](C)CCCC2)=O)c1)=O
3.1108,-4.154,O=C(c1cccs1)Nc(cccc1)c1I
3.4547,-4.498,Cc(cc(cc1)I)c1NC(c1cccs1)=O
4.0677,-3.915,O=C(c1cccs1)N(Cc1ccccc1)Cc1ccccc1
3.4332,-3.641,CCc(cc1)ccc1NC(c1cccs1)=O
2.6892,-2.603,C[C@@H](CCCC1)N1C(c1cccs1)=O
1.5391,-3.5,CN(C1CCCCC1)C(c1ccc([N+]([O-])=O)o1)=O
